data,A,B,C,D
2017-01-22|11:20:54.000,5151.49268,-4.2315,121.27991,49.84802
2017-01-22|11:21:04.000,5122.08594,-4.27454,121.29361,49.78703
2017-01-22|11:21:14.000,5092.67871,-4.2631,121.28033,49.71937
2017-01-22|11:21:24.000,5137.43652,-4.28742,121.32016,49.67276
2017-01-22|11:21:34.000,5161.87988,-4.26163,121.31117,49.65483
2017-01-22|11:21:44.000,5177.23291,-4.25046,121.28077,49.70552
2017-01-22|11:21:54.000,5192.58594,-4.2428,121.28638,49.78038
2017-01-22|11:22:04.000,5163.51367,-4.26673,121.30089,49.83545
2017-01-22|11:22:14.000,5118.50586,-4.24936,121.29216,49.88721
2017-01-22|11:22:24.000,5127.24316,-4.23481,121.2823,49.9887
2017-01-22|11:22:34.000,5220.23877,-4.22977,121.29038,49.98215
2017-01-22|11:22:44.000,5173.34619,-4.22388,121.27773,49.97561
2017-01-22|11:22:54.000,5126.45313,-4.21897,121.29929,49.95876
2017-01-22|11:23:04.000,5154.36328,-4.23576,121.32342,49.96841
2017-01-22|11:23:14.000,5198.03271,-4.23761,121.30859,49.98029
2017-01-22|11:23:24.000,5144.64551,-4.23636,121.32621,49.99216
2017-01-22|11:23:34.000,5098.58496,-4.24235,121.33537,50.00404
2017-01-22|11:23:44.000,5076.29834,-4.27146,121.34452,49.92272
2017-01-22|11:23:54.000,5137.08594,-4.26177,121.33067,49.87472
2017-01-22|11:24:04.000,5191.97949,-4.27564,121.35205,49.77786
2017-01-22|11:24:14.000,5140.82568,-4.27593,121.36679,49.71236
2017-01-22|11:24:24.000,5111.29492,-4.2557,121.38197,49.71754
2017-01-22|11:24:34.000,5151.99756,-4.2604,121.39855,49.76618
2017-01-22|11:24:44.000,5206.9624,-4.25334,121.39992,49.84836
2017-01-22|11:24:54.000,5274.30908,-4.25933,121.3804,49.92626
2017-01-22|11:25:04.000,5216.29883,-4.23133,121.3804,49.88237
2017-01-22|11:25:14.000,5171.10352,-4.21586,121.41227,49.77888
2017-01-22|11:25:24.000,5189.12012,-4.23507,121.42434,49.72169
2017-01-22|11:25:34.000,5198.76855,-4.25527,121.4427,49.69254
2017-01-22|11:25:44.000,5181.19189,-4.25414,121.42239,49.66338
2017-01-22|11:25:54.000,5161.66602,-4.25552,121.4388,49.63421
2017-01-22|11:26:04.000,5129.65234,-4.27122,121.44794,49.56875
2017-01-22|11:26:14.000,5097.63867,-4.27644,121.4571,49.06505
2017-01-22|11:26:24.000,5103.97021,-4.29875,121.44529,48.56774
2017-01-22|11:26:34.000,5235.26563,-4.30971,121.43202,48.39098
2017-01-22|11:26:44.000,5139.08203,-4.29705,121.47961,48.18921
2017-01-22|11:26:54.000,5087.67285,-4.2456,121.47533,47.97495
2017-01-22|11:27:04.000,5058.16162,-4.21658,121.47543,47.90484
2017-01-22|11:27:14.000,5028.65039,-4.20539,121.47965,47.70504
2017-01-22|11:27:24.000,4995.72949,-4.2168,121.49956,47.33099
2017-01-22|11:27:34.000,4961.57617,-4.18131,121.50645,46.89375
2017-01-22|11:27:44.000,4920.43018,-4.17165,121.4967,46.40224
2017-01-22|11:27:54.000,4875.25635,-4.19184,121.50452,45.72313
2017-01-22|11:28:04.000,4821.84668,-4.16633,121.48933,45.20483
2017-01-22|11:28:14.000,4752.04443,-4.10777,121.48148,45.05594
2017-01-22|11:28:24.000,4705.78711,-4.06279,121.47021,45.34107
2017-01-22|11:28:34.000,4736.47656,-4.02578,121.49201,46.79084
2017-01-22|11:28:44.000,4738.72607,-3.99314,121.45845,48.00285
2017-01-22|11:28:54.000,4716.17676,-4.07146,121.48056,48.27879
2017-01-22|11:29:04.000,4693.62744,-4.05631,121.44958,48.44764
2017-01-22|11:29:14.000,4688.52979,-4.07433,121.43852,48.58912
2017-01-22|11:29:24.000,4698.65479,-4.0866,121.41342,48.07008
2017-01-22|11:29:34.000,4708.32373,-4.03959,121.40849,46.94697
2017-01-22|11:29:44.000,4717.59521,-4.05038,121.42509,47.55917
2017-01-22|11:29:54.000,4727.18652,-4.06662,121.40016,48.09416
2017-01-22|11:30:04.000,4745.89014,-4.08955,121.39561,47.76959
2017-01-22|11:30:14.000,4764.59375,-4.06361,121.40212,47.32857
2017-01-22|11:30:24.000,4783.29688,-4.06444,121.39151,46.73763
2017-01-22|11:30:34.000,4772.34424,-4.04907,121.3809,46.57744
2017-01-22|11:30:44.000,4744.25,-4.05043,121.36038,46.91213
2017-01-22|11:30:54.000,4728.47266,-4.07814,121.35783,48.49558
2017-01-22|11:31:04.000,4713.57031,-4.08018,121.36038,48.94059
2017-01-22|11:31:14.000,4739.41553,-4.07929,121.36702,49.06562
2017-01-22|11:31:24.000,4800.87646,-4.08242,121.33117,48.88199
2017-01-22|11:31:34.000,4743.08691,-4.09378,121.34267,47.50275
2017-01-22|11:31:44.000,4676.80225,-4.06574,121.36037,47.27921
2017-01-22|11:31:54.000,4737.64453,-4.07865,121.33144,47.97789
2017-01-22|11:32:04.000,4770.36523,-4.06015,121.34165,48.21975
2017-01-22|11:32:14.000,4756.2373,-4.05492,121.34975,47.7146
2017-01-22|11:32:24.000,4742.65869,-4.09783,121.33586,47.064
2017-01-22|11:32:34.000,4745.06445,-4.10223,121.32939,46.52518
2017-01-22|11:32:44.000,4747.46973,-4.07135,121.34858,46.31415
2017-01-22|11:32:54.000,4749.87549,-4.02346,121.33973,46.48362
2017-01-22|11:33:04.000,4752.28076,-4.01057,121.33087,47.86694
2017-01-22|11:33:14.000,4725.47803,-4.05993,121.34708,46.69051
2017-01-22|11:33:24.000,4692.81934,-4.05421,121.32899,45.74343
2017-01-22|11:33:34.000,4660.16064,-4.03613,121.33236,45.67831
2017-01-22|11:33:44.000,4746.46924,-4.0001,121.34508,45.67736
2017-01-22|11:33:54.000,4732.63525,-3.96653,121.3509,45.54709
2017-01-22|11:34:04.000,4679.18701,-3.98488,121.33193,45.11731
2017-01-22|11:34:14.000,4673.47021,-3.9885,121.37296,44.77822
2017-01-22|11:34:24.000,4695.45117,-3.96428,121.32849,44.42555
2017-01-22|11:34:34.000,4704.56006,-3.91891,121.35504,44.42234
2017-01-22|11:34:44.000,4629.47021,-3.88868,121.36047,44.37277
2017-01-22|11:34:54.000,4631.87012,-3.87189,121.34442,45.80105
2017-01-22|11:35:04.000,4639.87012,-3.9004,121.32551,46.92792
2017-01-22|11:35:14.000,4647.9292,-3.93398,121.3421,48.16658
2017-01-22|11:35:24.000,4657.73486,-4.00066,121.31761,48.77973
2017-01-22|11:35:34.000,4667.54053,-4.01345,121.29549,48.99314
2017-01-22|11:35:44.000,4704.96924,-4.04513,121.27335,49.14399
2017-01-22|11:35:54.000,4766.66846,-4.06517,121.286,48.97299
2017-01-22|11:36:04.000,4772.85596,-4.06951,121.30118,48.42673
2017-01-22|11:36:14.000,4706.146,-4.07551,121.31635,48.80564
2017-01-22|11:36:24.000,4713.2168,-4.05173,121.27348,49.2536
2017-01-22|11:36:34.000,4747.27344,-4.04818,121.28047,49.23327
2017-01-22|11:36:44.000,4746.83789,-4.06915,121.28747,49.01925
2017-01-22|11:36:54.000,4733.78027,-4.06761,121.29446,49.153
2017-01-22|11:37:04.000,4720.72266,-4.09088,121.29168,49.51532
2017-01-22|11:37:14.000,4755.72754,-4.05609,121.27605,48.9141
2017-01-22|11:37:24.000,4800.4375,-4.03298,121.30295,47.75545
2017-01-22|11:37:34.000,4798.49951,-4.05036,121.32316,47.29182
2017-01-22|11:37:44.000,4706.97461,-4.0227,121.29562,47.39034
2017-01-22|11:37:54.000,4746.81738,-4.05489,121.29919,47.75575
2017-01-22|11:38:04.000,4786.66016,-4.02415,121.32332,47.57405
2017-01-22|11:38:14.000,4776.57324,-4.03312,121.29963,47.21233
2017-01-22|11:38:24.000,4737.37695,-4.04465,121.32666,47.49458
2017-01-22|11:38:34.000,4715.30371,-4.06514,121.33176,48.59985
2017-01-22|11:38:44.000,4708.31836,-4.07473,121.33687,49.24081
2017-01-22|11:38:54.000,4717.31641,-4.06481,121.34198,49.02448
2017-01-22|11:39:04.000,4758.54736,-4.03566,121.34708,46.96326
2017-01-22|11:39:14.000,4781.26758,-4.03788,121.34804,46.84523
2017-01-22|11:39:24.000,4766.64209,-4.03931,121.32642,47.41478
2017-01-22|11:39:34.000,4750.48535,-4.02292,121.33749,47.68391
2017-01-22|11:39:44.000,4729.24023,-4.04824,121.34855,47.64463
2017-01-22|11:39:54.000,4707.99463,-4.0256,121.34738,47.34081
2017-01-22|11:40:04.000,4686.74951,-4.03846,121.32589,47.0382
2017-01-22|11:40:14.000,4741.81543,-4.03479,121.3537,46.75042
2017-01-22|11:40:24.000,4785.75098,-4.04378,121.37029,46.54164
2017-01-22|11:40:34.000,4795.80762,-4.04898,121.368,46.40581
2017-01-22|11:40:44.000,4783.11084,-4.0055,121.34283,46.28354
2017-01-22|11:40:54.000,4694.66748,-4.02369,121.37348,46.18329
2017-01-22|11:41:04.000,4730.58984,-4.02331,121.34792,46.20063
2017-01-22|11:41:14.000,4767.31348,-4.03288,121.3323,46.19028
2017-01-22|11:41:24.000,4677.28809,-4.00755,121.37725,46.2416
2017-01-22|11:41:34.000,4711.87646,-3.99673,121.34948,46.30454
2017-01-22|11:41:44.000,4746.46484,-3.99554,121.36913,46.3724
2017-01-22|11:41:54.000,4729.12061,-3.97029,121.34538,46.51867
2017-01-22|11:42:04.000,4707.90918,-3.97888,121.33023,48.0255
2017-01-22|11:42:14.000,4688.13574,-4.04686,121.3276,48.58385
2017-01-22|11:42:24.000,4713.9248,-4.05887,121.33882,47.52674
2017-01-22|11:42:34.000,4742.78809,-4.04141,121.34336,47.91848
2017-01-22|11:42:44.000,4775.71875,-4.04857,121.32902,48.21595
2017-01-22|11:42:54.000,4808.64941,-4.05201,121.32544,48.2302
2017-01-22|11:43:04.000,4765.51172,-4.04241,121.34106,47.77732
2017-01-22|11:43:14.000,4701.3501,-4.05808,121.35956,47.40223
2017-01-22|11:43:24.000,4715.97803,-4.02415,121.32293,47.19682
2017-01-22|11:43:34.000,4730.60596,-4.03001,121.30733,47.01192
2017-01-22|11:43:44.000,4735.97412,-4.04263,121.31733,47.50785
2017-01-22|11:43:54.000,4739.44824,-4.05439,121.31871,48.3507
2017-01-22|11:44:04.000,4742.92285,-4.06535,121.29976,48.68966
2017-01-22|11:44:14.000,4746.76709,-4.05145,121.33789,48.99332
2017-01-22|11:44:24.000,4762.57715,-4.04171,121.35,48.67987
2017-01-22|11:44:34.000,4778.38672,-4.04386,121.34336,47.21786
2017-01-22|11:44:44.000,4791.12793,-4.03419,121.33672,47.1014
2017-01-22|11:44:54.000,4783.31494,-4.02039,121.33008,47.82688
2017-01-22|11:45:04.000,4774.37549,-4.01928,121.33006,48.21239
2017-01-22|11:45:14.000,4728.77051,-4.04239,121.351,47.60332
2017-01-22|11:45:24.000,4683.16602,-4.04327,121.33329,46.97245
2017-01-22|11:45:34.000,4764.63867,-4.04046,121.34889,46.3627
2017-01-22|11:45:44.000,4792.3623,-4.04571,121.34661,46.06406
2017-01-22|11:45:54.000,4807.08154,-4.03225,121.33131,46.12271
2017-01-22|11:46:04.000,4797.96875,-4.03552,121.34606,45.67588
2017-01-22|11:46:14.000,4708.88867,-3.9749,121.3167,45.22971
2017-01-22|11:46:24.000,4654.42529,-3.91412,121.30109,45.08709
2017-01-22|11:46:34.000,4620.33643,-3.90852,121.31927,44.95531
2017-01-22|11:46:44.000,4594.02832,-3.8818,121.306,44.88892
2017-01-22|11:46:54.000,4620.06836,-3.86227,121.32121,45.53974
2017-01-22|11:47:04.000,4646.1084,-3.87678,121.30735,46.4198
2017-01-22|11:47:14.000,4672.14844,-3.90882,121.32324,46.8974
2017-01-22|11:47:24.000,4698.18848,-3.93948,121.2833,47.63773
2017-01-22|11:47:34.000,4702.83398,-3.95846,121.27498,48.61568
2017-01-22|11:47:44.000,4679.02588,-3.9805,121.2907,48.94193
2017-01-22|11:47:54.000,4658.4082,-4.03169,121.26238,48.35075
2017-01-22|11:48:04.000,4744.24658,-4.01523,121.25218,48.10479
2017-01-22|11:48:14.000,4795.40186,-4.02931,121.27126,47.97976
2017-01-22|11:48:24.000,4776.21289,-4.00331,121.25087,47.90144
2017-01-22|11:48:34.000,4759.66846,-4.00548,121.23693,47.28486
2017-01-22|11:48:44.000,4730.12695,-3.98518,121.2254,47.3143
2017-01-22|11:48:54.000,4683.27881,-3.98473,121.23777,47.67733
2017-01-22|11:49:04.000,4636.43115,-4.01271,121.22334,48.19814
2017-01-22|11:49:14.000,4668.42725,-4.0131,121.19678,48.0833
2017-01-22|11:49:24.000,4696.19482,-3.98982,121.23283,47.23557
2017-01-22|11:49:34.000,4720.13477,-4.01038,121.19893,46.59008
2017-01-22|11:49:44.000,4744.07422,-4.00361,121.21456,46.34338
2017-01-22|11:49:54.000,4741.91406,-4.02405,121.19534,46.62672
2017-01-22|11:50:04.000,4716.02051,-4.00325,121.21123,47.98067
2017-01-22|11:50:14.000,4727.5249,-3.99741,121.18699,48.24995
2017-01-22|11:50:24.000,4739.0293,-3.99157,121.18134,48.3308
2017-01-22|11:50:34.000,4736.93262,-4.01139,121.1757,48.72851
2017-01-22|11:50:44.000,4688.8877,-4.03602,121.17006,48.45012
2017-01-22|11:50:54.000,4640.84277,-4.05445,121.17781,47.41026
2017-01-22|11:51:04.000,4703.78271,-4.0357,121.17544,45.80667
2017-01-22|11:51:14.000,4739.49365,-3.99927,121.15237,46.29358
2017-01-22|11:51:24.000,4713.88135,-3.99716,121.1846,46.73307
2017-01-22|11:51:34.000,4710.72656,-4.01475,121.1778,47.25637
2017-01-22|11:51:44.000,4737.57373,-4.02599,121.18851,48.00465
2017-01-22|11:51:54.000,4764.42139,-4.04407,121.15646,48.74535
2017-01-22|11:52:04.000,4762.88281,-4.06825,121.16111,48.85914
2017-01-22|11:52:14.000,4735.96826,-4.05708,121.17394,46.80813
2017-01-22|11:52:24.000,4713.1875,-4.04802,121.18954,46.4608
2017-01-22|11:52:34.000,4694.10352,-4.02865,121.16783,46.9792
2017-01-22|11:52:44.000,4675.01953,-4.02076,121.18621,47.40966
2017-01-22|11:52:54.000,4656.94385,-4.04035,121.18733,46.70771
2017-01-22|11:53:04.000,4645.75488,-4.02145,121.18744,46.03348
2017-01-22|11:53:14.000,4636.51855,-4.01005,121.16814,45.44196
2017-01-22|11:53:24.000,4696.08154,-3.99414,121.1595,45.22445
2017-01-22|11:53:34.000,4755.64453,-3.97482,121.14056,45.71575
2017-01-22|11:53:44.000,4684.14893,-3.95061,121.15841,47.14769
2017-01-22|11:53:54.000,4688.81299,-3.94817,121.15456,47.77179
2017-01-22|11:54:04.000,4725.8418,-3.99605,121.14834,48.09024
2017-01-22|11:54:14.000,4762.87061,-4.00098,121.13039,48.71074
2017-01-22|11:54:24.000,4744.1123,-4.03477,121.11976,48.91356
2017-01-22|11:54:34.000,4666.896,-4.01746,121.11841,48.94857
2017-01-22|11:54:44.000,4701.50586,-4.02755,121.13612,48.79137
2017-01-22|11:54:54.000,4729.23877,-4.01196,121.13637,48.43111
2017-01-22|11:55:04.000,4747.75098,-4.00814,121.11423,48.16742
2017-01-22|11:55:14.000,4766.2627,-3.99414,121.12913,48.04025
2017-01-22|11:55:24.000,4770.96143,-4.00038,121.13867,47.43836
2017-01-22|11:55:34.000,4767.4458,-3.98893,121.11969,47.28106
2017-01-22|11:55:44.000,4763.93018,-3.99952,121.13867,47.66815
2017-01-22|11:55:54.000,4760.41455,-4.00965,121.11969,48.29
2017-01-22|11:56:04.000,4756.89844,-4.0341,121.11678,48.95176
2017-01-22|11:56:14.000,4751.25293,-4.02867,121.12342,48.57642
2017-01-22|11:56:24.000,4730.94189,-4.0117,121.13007,47.96254
2017-01-22|11:56:34.000,4710.63086,-4.02536,121.1367,47.01373
2017-01-22|11:56:44.000,4699.19482,-4.01274,121.12939,46.91282
2017-01-22|11:56:54.000,4718.03271,-4.0166,121.11375,47.22414
2017-01-22|11:57:04.000,4734.33447,-4.03014,121.1035,47.58309
2017-01-22|11:57:14.000,4741.98193,-4.03198,121.09367,47.48888
2017-01-22|11:57:24.000,4749.62939,-3.99831,121.10422,46.77619
2017-01-22|11:57:34.000,4757.27686,-4.02962,121.11017,46.05698
2017-01-22|11:57:44.000,4714.9873,-4.03128,121.06188,45.55893
2017-01-22|11:57:54.000,4662.20703,-4.02449,121.08748,45.3135
2017-01-22|11:58:04.000,4661.99023,-3.98079,121.08933,46.35598
2017-01-22|11:58:14.000,4672.81543,-3.95937,121.07788,47.52128
2017-01-22|11:58:24.000,4652.54688,-3.98697,121.06904,46.7187
2017-01-22|11:58:34.000,4620.56055,-3.97468,121.0602,44.54884
2017-01-22|11:58:44.000,4588.57471,-3.92865,121.04724,44.4101
2017-01-22|11:58:54.000,4600.17627,-3.88784,121.03396,44.80014
2017-01-22|11:59:04.000,4657.86377,-3.86318,121.02005,45.24981
2017-01-22|11:59:14.000,4628.07715,-3.84501,121.01335,44.92816
2017-01-22|11:59:24.000,4599.40771,-3.85477,121.0053,44.68927
2017-01-22|11:59:34.000,4612.59961,-3.85163,120.99614,44.62102
2017-01-22|11:59:44.000,4625.7915,-3.87423,120.98698,44.41394
2017-01-22|11:59:54.000,4638.9834,-3.84914,120.99989,45.1569
2017-01-22|12:00:04.000,4650.18799,-3.87666,120.99279,46.14591
2017-01-22|12:00:14.000,4660.64209,-3.89432,120.9632,47.26773
2017-01-22|12:00:24.000,4661.50928,-3.94543,120.96296,48.22483
2017-01-22|12:00:34.000,4642.53027,-3.98077,120.93472,48.53967
2017-01-22|12:00:44.000,4623.55127,-3.97944,120.90938,47.33469
2017-01-22|12:00:54.000,4625.01855,-3.97405,120.90953,46.55234
2017-01-22|12:01:04.000,4655.30078,-3.97548,120.90469,47.06946
2017-01-22|12:01:14.000,4694.08447,-3.99631,120.87215,47.56247
2017-01-22|12:01:24.000,4732.86865,-4.00091,120.85952,47.23922
2017-01-22|12:01:34.000,4698.13232,-4.00219,120.84818,46.6039
2017-01-22|12:01:44.000,4622.78174,-3.99124,120.86295,45.99704
2017-01-22|12:01:54.000,4679.28076,-3.99641,120.85988,45.61844
2017-01-22|12:02:04.000,4735.78027,-3.9771,120.86668,45.57589
2017-01-22|12:02:14.000,4664.01611,-3.97329,120.85011,46.27378
2017-01-22|12:02:24.000,4652.01611,-3.9777,120.83567,47.78524
2017-01-22|12:02:34.000,4692.13232,-3.96858,120.82169,48.45105
2017-01-22|12:02:44.000,4707.08105,-3.97291,120.83432,48.55704
2017-01-22|12:02:54.000,4719.99219,-3.96965,120.81995,48.58047
2017-01-22|12:03:04.000,4732.07422,-4.0073,120.81442,48.43878
2017-01-22|12:03:14.000,4711.81885,-3.98103,120.8089,47.81947
2017-01-22|12:03:24.000,4691.56348,-3.96103,120.80338,47.59835
2017-01-22|12:03:34.000,4667.13623,-3.96605,120.79785,47.24784
2017-01-22|12:03:44.000,4642.37012,-3.93774,120.7989,47.03444
2017-01-22|12:03:54.000,4623.49756,-3.93544,120.81364,46.75114
2017-01-22|12:04:04.000,4645.95654,-3.92449,120.79745,47.09203
2017-01-22|12:04:14.000,4668.77246,-3.91064,120.79911,48.54953
2017-01-22|12:04:24.000,4705.70508,-3.96895,120.78551,49.04749
2017-01-22|12:04:34.000,4742.13574,-3.98426,120.78751,49.17833
2017-01-22|12:04:44.000,4758.65088,-4.00088,120.79282,49.36476
2017-01-22|12:04:54.000,4775.1665,-3.99518,120.78305,49.34455
2017-01-22|12:05:04.000,4758.40918,-4.00675,120.76481,49.00673
2017-01-22|12:05:14.000,4696.54346,-3.977,120.75624,49.37897
2017-01-22|12:05:24.000,4749.13525,-4.01415,120.74767,49.39604
2017-01-22|12:05:34.000,4831.64404,-4.05662,120.76208,49.2627
2017-01-22|12:05:44.000,4818.14063,-4.01458,120.76093,49.12003
2017-01-22|12:05:54.000,4783.30859,-3.99653,120.7347,48.93215
2017-01-22|12:06:04.000,4743.93066,-4.04383,120.72265,48.78188
2017-01-22|12:06:14.000,4731.58057,-4.05647,120.76119,48.42633
2017-01-22|12:06:24.000,4775.5708,-4.02599,120.74609,48.03627
2017-01-22|12:06:34.000,4794.18896,-4.02863,120.76172,47.79666
2017-01-22|12:06:44.000,4759.89453,-4.03432,120.71875,47.59579
2017-01-22|12:06:54.000,4739.12793,-4.01152,120.73353,47.49096
2017-01-22|12:07:04.000,4765.22754,-4.00838,120.71584,47.40516
2017-01-22|12:07:14.000,4791.32715,-4.03794,120.73192,48.66527
2017-01-22|12:07:24.000,4800.94336,-4.07155,120.72087,49.38438
2017-01-22|12:07:34.000,4776.13721,-4.06134,120.72472,49.26623
2017-01-22|12:07:44.000,4751.33105,-4.07554,120.73428,48.15226
2017-01-22|12:07:54.000,4742.66016,-4.01471,120.71257,48.43927
2017-01-22|12:08:04.000,4767.69922,-4.04452,120.69697,49.02186
2017-01-22|12:08:14.000,4792.73877,-4.05429,120.69547,49.2101
2017-01-22|12:08:24.000,4780.99121,-4.06163,120.71315,48.44112
2017-01-22|12:08:34.000,4719.18799,-4.05251,120.6941,47.95387
2017-01-22|12:08:44.000,4731.62256,-4.06012,120.71305,47.84653
2017-01-22|12:08:54.000,4772.42871,-4.04598,120.70284,49.20791
2017-01-22|12:09:04.000,4769.82275,-4.04194,120.6902,49.46696
2017-01-22|12:09:14.000,4750.61768,-4.05202,120.70497,49.53637
2017-01-22|12:09:24.000,4741.37744,-4.03855,120.69546,48.28249
2017-01-22|12:09:34.000,4766.79785,-4.03843,120.71314,47.06255
2017-01-22|12:09:44.000,4790.54541,-4.03522,120.67809,47.66618
2017-01-22|12:09:54.000,4802.38818,-4.0296,120.66754,48.12528
2017-01-22|12:10:04.000,4814.23047,-4.05627,120.67738,47.68035
2017-01-22|12:10:14.000,4805.8877,-4.03344,120.68722,47.1777
2017-01-22|12:10:24.000,4727.25391,-4.00618,120.6593,46.90802
2017-01-22|12:10:34.000,4686.94482,-4.06335,120.64983,46.99118
2017-01-22|12:10:44.000,4701.47559,-4.05912,120.64036,48.24226
2017-01-22|12:10:54.000,4783.64941,-4.06128,120.64714,49.1461
2017-01-22|12:11:04.000,4793.73779,-4.05722,120.6496,49.17686
2017-01-22|12:11:14.000,4803.82617,-4.03467,120.6583,49.30438
2017-01-22|12:11:24.000,4813.91455,-4.05517,120.64435,49.43559
2017-01-22|12:11:34.000,4788.66846,-4.04881,120.64203,49.58348
2017-01-22|12:11:44.000,4742.01221,-4.06257,120.63525,49.54537
2017-01-22|12:11:54.000,4748.08447,-4.06192,120.65085,48.96422
2017-01-22|12:12:04.000,4802.3252,-4.02097,120.65691,49.09514
2017-01-22|12:12:14.000,4798.0293,-4.04974,120.64296,49.60648
2017-01-22|12:12:24.000,4781.10986,-4.06761,120.62242,49.60612
2017-01-22|12:12:34.000,4764.89941,-4.04904,120.62221,49.22074
2017-01-22|12:12:44.000,4779.62598,-4.07645,120.62886,48.58641
2017-01-22|12:12:54.000,4794.35205,-4.03999,120.61731,48.01132
2017-01-22|12:13:04.000,4802.8125,-4.04522,120.6344,47.56453
2017-01-22|12:13:14.000,4766.30371,-4.05977,120.61226,47.14406
2017-01-22|12:13:24.000,4729.79541,-4.04982,120.63017,46.86053
2017-01-22|12:13:34.000,4737.65771,-4.00783,120.61865,47.02647
2017-01-22|12:13:44.000,4786.11816,-3.99815,120.62902,48.12332
2017-01-22|12:13:54.000,4777.4541,-4.02568,120.59303,48.93362
2017-01-22|12:14:04.000,4763.96484,-4.04896,120.57645,47.08187
2017-01-22|12:14:14.000,4750.13428,-4.04122,120.55988,45.70148
2017-01-22|12:14:24.000,4721.15381,-3.99565,120.57661,46.00149
2017-01-22|12:14:34.000,4692.17334,-3.94444,120.54665,46.417
2017-01-22|12:14:44.000,4664.53809,-3.92813,120.53141,46.13307
2017-01-22|12:14:54.000,4696.9751,-3.95115,120.55354,45.53299
2017-01-22|12:15:04.000,4706.62158,-3.96136,120.5247,44.93756
2017-01-22|12:15:14.000,4668.23535,-3.94697,120.52031,44.56239
2017-01-22|12:15:24.000,4634.66211,-3.89734,120.52136,44.75749
2017-01-22|12:15:34.000,4611.23779,-3.87471,120.49287,45.56808
2017-01-22|12:15:44.000,4587.81348,-3.86724,120.47257,47.15315
